	gender
6760	0
6761	0
6762	1
6763	0
6764	0
6765	0
6766	0
6767	0
6768	1
6769	0
6770	1
6771	0
6772	1
6773	0
6774	0
6775	0
6776	0
6777	0
6778	0
6779	0
6780	0
6781	0
6782	1
6783	1
6784	1
6785	0
6786	0
6787	0
6788	1
6789	1
6790	1
6791	1
6792	0
6793	0
6794	1
6795	0
6796	0
6797	0
6798	0
6799	0
6800	0
6801	0
6802	1
6803	0
6804	1
6805	0
6806	0
6807	1
6808	0
6809	1
6810	0
6811	1
6812	1
6813	0
6814	0
6815	0
6816	0
6817	0
6818	0
6819	0
6820	0
6821	1
6822	0
6823	0
6824	0
6825	0
6826	0
6827	0
6828	1
6829	0
6830	0
6831	1
6832	0
6833	1
6834	0
6835	1
6836	0
6837	0
6838	0
6839	1
6840	1
6841	1
6842	0
6843	0
6844	0
6845	0
6846	0
6847	1
6848	1
6849	0
6850	0
6851	1
6852	0
6853	1
6854	0
6855	0
6856	0
6857	0
6858	1
6859	0
6860	0
6861	0
6862	0
6863	0
6864	0
6865	0
6866	1
6867	0
6868	1
6869	1
6870	1
6871	0
6872	0
6873	0
6874	0
6875	0
6876	1
6877	1
6878	1
6879	0
6880	0
6881	0
6882	0
6883	0
6884	1
6885	1
6886	1
6887	0
6888	1
6889	1
6890	1
6891	0
6892	1
6893	1
6894	0
6895	1
6896	0
6897	1
6898	1
6899	0
6900	0
6901	0
6902	0
6903	1
6904	1
6905	0
6906	0
6907	0
6908	1
6909	0
6910	0
6911	0
6912	0
6913	0
6914	1
6915	1
6916	0
6917	1
6918	0
6919	0
6920	1
6921	1
6922	1
6923	0
6924	1
6925	1
6926	1
6927	0
6928	0
6929	0
6930	1
6931	1
6932	1
6933	1
6934	1
6935	1
6936	0
6937	0
6938	1
6939	0
6940	1
6941	0
6942	0
6943	1
6944	0
6945	0
6946	0
6947	0
6948	1
6949	0
6950	0
6951	0
6952	1
6953	1
6954	0
6955	1
6956	0
6957	1
6958	0
6959	1
6960	0
6961	0
6962	1
6963	1
6964	1
6965	1
6966	1
6967	0
6968	0
6969	1
6970	0
6971	0
6972	1
6973	0
6974	1
6975	0
6976	0
6977	1
6978	0
6979	0
6980	1
6981	1
6982	0
6983	1
6984	1
6985	1
6986	0
6987	0
6988	1
6989	0
6990	1
6991	1
6992	0
6993	0
6994	1
6995	1
6996	1
6997	1
6998	0
6999	0
7000	0
7001	0
7002	1
7003	1
7004	0
7005	0
7006	1
7007	0
7008	0
7009	0
7010	1
7011	0
7012	0
7013	1
7014	0
7015	0
7016	1
7017	1
7018	1
7019	1
7020	1
7021	0
7022	0
7023	0
7024	0
7025	0
7026	0
7027	0
7028	1
7029	0
7030	0
7031	1
7032	0
7033	1
7034	1
7035	0
7036	0
7037	0
7038	1
7039	0
7040	1
7041	0
7042	0
7043	1
7044	0
7045	1
7046	0
7047	0
7048	1
7049	0
7050	0
7051	1
7052	1
7053	0
7054	1
7055	0
7056	1
7057	1
7058	0
7059	1
7060	1
7061	1
7062	0
7063	0
7064	0
7065	1
7066	1
7067	0
7068	1
7069	1
7070	1
7071	0
7072	0
7073	0
7074	0
7075	1
7076	0
7077	1
7078	1
7079	1
7080	1
7081	1
7082	0
7083	0
7084	0
7085	1
7086	0
7087	0
7088	0
7089	1
7090	0
7091	1
7092	0
7093	0
7094	0
7095	0
7096	0
7097	0
7098	0
7099	1
7100	1
7101	0
7102	0
7103	0
7104	0
7105	1
7106	0
7107	0
7108	0
7109	0
7110	1
7111	0
7112	0
7113	0
7114	0
7115	0
7116	0
7117	1
7118	0
7119	0
7120	0
7121	1
7122	1
7123	1
7124	0
7125	0
7126	0
7127	0
7128	0
7129	0
7130	0
7131	1
7132	1
7133	0
7134	1
7135	0
7136	0
7137	1
7138	0
7139	0
7140	1
7141	0
7142	0
7143	0
7144	0
7145	0
7146	1
7147	1
7148	1
7149	0
7150	1
7151	1
7152	0
7153	1
7154	1
7155	1
7156	0
7157	0
7158	1
7159	1
7160	0
7161	0
7162	1
7163	0
7164	1
7165	1
7166	0
7167	0
7168	1
7169	0
7170	0
7171	0
7172	1
7173	0
7174	0
7175	0
7176	0
7177	1
7178	1
7179	1
7180	0
7181	0
7182	1
7183	1
7184	1
7185	1
7186	0
7187	0
7188	1
7189	1
7190	0
7191	1
7192	0
7193	0
7194	0
7195	0
7196	1
7197	0
7198	0
7199	0
7200	0
7201	0
7202	0
7203	0
7204	1
7205	1
7206	0
7207	1
7208	0
7209	0
7210	0
7211	0
7212	0
7213	0
7214	0
7215	0
7216	0
7217	1
7218	0
7219	1
7220	1
7221	0
7222	1
7223	0
7224	1
7225	0
7226	1
7227	1
7228	0
7229	0
7230	1
7231	0
7232	0
7233	0
7234	1
7235	1
7236	1
7237	1
7238	1
7239	0
7240	0
7241	0
7242	0
7243	0
7244	1
7245	1
7246	0
7247	1
7248	0
7249	1
7250	1
7251	1
7252	1
7253	1
7254	0
7255	0
7256	1
7257	1
7258	1
7259	0
7260	0
7261	1
7262	1
7263	0
7264	0
7265	1
7266	1
7267	0
7268	0
7269	1
7270	0
7271	0
7272	0
7273	0
7274	1
7275	0
7276	1
7277	1
7278	1
7279	0
7280	1
7281	1
7282	0
7283	0
7284	1
7285	0
7286	0
7287	0
7288	0
7289	0
7290	1
7291	0
7292	0
7293	1
7294	0
7295	1
7296	0
7297	0
7298	1
7299	0
7300	0
7301	1
7302	1
7303	1
7304	0
7305	1
7306	1
7307	0
7308	1
7309	1
7310	0
7311	0
7312	0
7313	0
7314	1
7315	0
7316	1
7317	1
7318	1
7319	1
7320	1
7321	0
7322	1
7323	1
7324	1
7325	1
7326	0
7327	0
7328	0
7329	0
7330	0
7331	0
7332	0
7333	0
7334	0
7335	1
7336	0
7337	1
7338	1
7339	1
7340	0
7341	0
7342	0
7343	0
7344	1
7345	0
7346	0
7347	0
7348	0
7349	1
7350	1
7351	0
7352	1
7353	0
7354	1
7355	0
7356	0
7357	1
7358	0
7359	0
7360	1
7361	0
7362	1
7363	1
7364	0
7365	0
7366	0
7367	0
7368	1
7369	1
7370	0
7371	1
7372	0
7373	0
7374	0
7375	0
7376	0
7377	1
7378	0
7379	0
7380	0
7381	0
7382	1
7383	0
7384	0
7385	0
7386	0
7387	0
7388	0
7389	0
7390	1
7391	1
7392	0
7393	1
7394	0
7395	0
7396	1
7397	1
7398	0
7399	0
7400	1
7401	0
7402	1
7403	0
7404	0
7405	1
7406	1
7407	0
7408	0
7409	0
7410	0
7411	1
7412	0
7413	0
7414	0
7415	0
7416	0
7417	0
7418	1
7419	0
7420	1
7421	1
7422	1
7423	0
7424	0
7425	1
7426	1
7427	1
7428	1
7429	1
7430	1
7431	0
7432	0
7433	0
7434	1
7435	1
7436	0
7437	1
7438	1
7439	1
7440	0
7441	0
7442	0
7443	1
7444	1
7445	1
7446	0
7447	0
7448	1
7449	1
7450	1
7451	0
7452	1
7453	0
7454	0
7455	0
7456	0
7457	0
7458	1
7459	0
7460	0
7461	0
7462	0
7463	0
7464	1
7465	0
7466	1
7467	0
7468	1
7469	0
7470	1
7471	1
7472	1
7473	0
7474	1
7475	1
7476	0
7477	0
7478	0
7479	0
7480	1
7481	0
7482	1
7483	0
7484	0
7485	0
7486	0
7487	0
7488	0
7489	0
7490	0
7491	0
7492	1
7493	0
7494	0
7495	0
7496	1
7497	0
7498	1
7499	1
7500	0
7501	1
7502	1
7503	0
7504	0
7505	0
7506	1
7507	0
7508	0
7509	0
7510	0
7511	1
7512	0
7513	0
7514	0
7515	0
7516	0
7517	1
7518	0
7519	0
7520	0
7521	1
7522	0
7523	0
7524	0
7525	0
7526	0
7527	0
7528	0
7529	0
7530	0
7531	1
7532	1
7533	1
7534	1
7535	0
7536	1
7537	1
7538	1
7539	0
7540	0
7541	1
7542	0
7543	0
7544	0
7545	1
7546	0
7547	0
7548	0
7549	0
7550	1
7551	0
7552	0
7553	0
7554	1
7555	0
7556	1
7557	0
7558	0
7559	0
7560	0
7561	1
7562	0
7563	0
7564	0
7565	1
7566	1
7567	0
7568	1
7569	1
7570	0
7571	0
7572	0
7573	0
7574	1
7575	0
7576	0
7577	0
7578	0
7579	0
7580	0
7581	0
7582	0
7583	1
7584	0
7585	0
7586	0
7587	0
7588	1
7589	0
7590	0
7591	1
7592	1
7593	0
7594	1
7595	0
7596	0
7597	1
7598	0
7599	1
7600	1
7601	0
7602	1
7603	0
7604	1
7605	1
7606	1
7607	0
7608	0
7609	0
7610	0
7611	0
7612	1
7613	0
7614	0
7615	1
7616	1
7617	0
7618	0
7619	0
7620	1
7621	1
7622	1
7623	1
7624	0
7625	1
7626	1
7627	0
7628	0
7629	0
7630	1
7631	0
7632	0
7633	0
7634	0
7635	1
7636	1
7637	1
7638	0
7639	0
7640	0
7641	0
7642	1
7643	1
7644	0
7645	1
7646	0
7647	1
7648	0
7649	0
7650	0
7651	1
7652	1
7653	0
7654	0
7655	0
7656	0
7657	0
7658	0
7659	1
7660	0
7661	1
7662	0
7663	0
7664	1
7665	0
7666	1
7667	0
7668	1
7669	0
7670	1
7671	1
7672	0
7673	0
7674	0
7675	0
7676	1
7677	0
7678	0
7679	1
7680	0
7681	0
7682	1
7683	1
7684	1
7685	1
7686	0
7687	0
7688	0
7689	0
7690	0
7691	0
7692	1
7693	0
7694	0
7695	0
7696	1
7697	1
7698	0
7699	0
7700	0
7701	1
7702	1
7703	0
7704	1
7705	0
7706	1
7707	0
7708	0
7709	0
7710	0
7711	1
7712	1
7713	0
7714	0
7715	1
7716	0
7717	0
7718	0
7719	0
7720	0
7721	1
7722	0
7723	0
7724	1
7725	0
7726	0
7727	1
7728	1
7729	0
7730	1
7731	0
7732	0
7733	0
7734	0
7735	0
7736	1
7737	1
7738	0
7739	0
7740	0
7741	1
7742	0
7743	0
7744	0
7745	1
7746	1
7747	1
7748	1
7749	0
7750	0
7751	0
7752	0
7753	1
7754	0
7755	0
7756	0
7757	1
7758	1
7759	1
7760	0
7761	0
7762	0
7763	0
7764	0
7765	1
7766	0
7767	0
7768	0
7769	1
7770	1
7771	0
7772	0
7773	1
7774	0
7775	0
7776	1
7777	0
7778	1
7779	0
7780	1
7781	0
7782	1
7783	0
7784	0
7785	1
7786	0
7787	0
7788	0
7789	1
7790	0
7791	1
7792	0
7793	0
7794	1
7795	0
7796	0
7797	1
7798	0
7799	0
7800	1
7801	0
7802	1
7803	0
7804	0
7805	0
7806	0
7807	0
7808	0
7809	0
7810	1
7811	0
7812	1
7813	1
7814	1
7815	0
7816	0
7817	0
7818	0
7819	0
7820	0
7821	1
7822	1
7823	0
7824	0
7825	1
7826	0
7827	1
7828	0
7829	1
7830	1
7831	0
7832	0
7833	1
7834	1
7835	1
7836	1
7837	1
7838	0
7839	1
7840	0
7841	0
7842	0
7843	1
7844	1
7845	1
7846	1
7847	0
7848	1
7849	1
7850	1
7851	0
7852	0
7853	1
7854	0
7855	0
7856	0
7857	0
7858	0
7859	1
7860	0
7861	1
7862	1
7863	0
7864	1
7865	0
7866	0
7867	0
7868	0
7869	1
7870	0
7871	0
7872	0
7873	1
7874	0
7875	1
7876	1
7877	0
7878	1
7879	1
7880	0
7881	0
7882	0
7883	0
7884	0
7885	1
7886	1
7887	0
7888	0
7889	0
7890	0
7891	0
7892	0
7893	0
7894	0
7895	0
7896	0
7897	0
7898	1
7899	1
7900	1
7901	0
7902	1
7903	1
7904	0
7905	0
7906	0
7907	1
7908	0
7909	0
7910	1
7911	0
7912	0
7913	1
7914	0
7915	1
7916	0
7917	1
7918	1
7919	0
7920	1
7921	0
7922	1
7923	1
7924	1
7925	1
7926	1
7927	1
7928	0
7929	1
7930	0
7931	0
7932	0
7933	1
7934	1
7935	0
7936	1
7937	1
7938	1
7939	1
7940	1
7941	0
7942	1
7943	1
7944	0
7945	0
7946	1
7947	0
7948	1
7949	0
7950	0
7951	1
7952	1
7953	0
7954	1
7955	1
7956	0
7957	1
7958	0
7959	1
7960	1
7961	0
7962	1
7963	1
7964	0
7965	0
7966	0
7967	0
7968	0
7969	0
7970	0
7971	0
7972	0
7973	0
7974	0
7975	0
7976	0
7977	0
7978	1
7979	1
7980	1
7981	0
7982	1
7983	0
7984	0
7985	1
7986	0
7987	1
7988	0
7989	1
7990	0
7991	1
7992	0
7993	1
7994	0
7995	0
7996	1
7997	0
7998	0
7999	0
8000	0
8001	1
8002	0
8003	0
8004	1
8005	0
8006	1
8007	0
8008	0
8009	0
8010	1
8011	0
8012	0
8013	0
8014	0
8015	0
8016	0
8017	1
8018	0
8019	0
8020	0
8021	0
8022	1
8023	0
8024	1
8025	0
8026	0
8027	0
8028	0
8029	1
8030	1
8031	1
8032	0
8033	1
8034	1
8035	0
8036	1
8037	0
8038	0
8039	0
8040	0
8041	1
8042	0
8043	1
8044	0
8045	0
8046	0
8047	0
8048	0
8049	1
8050	1
8051	1
8052	1
8053	0
8054	0
8055	0
8056	0
8057	1
8058	0
8059	1
8060	0
8061	1
8062	0
8063	0
8064	0
8065	0
8066	0
8067	0
8068	1
8069	0
8070	0
8071	0
8072	0
8073	1
8074	0
8075	0
8076	0
8077	1
8078	0
8079	0
8080	0
8081	0
8082	1
8083	1
8084	0
8085	1
8086	0
8087	0
8088	1
8089	0
8090	0
8091	0
8092	0
8093	0
8094	0
8095	0
8096	0
8097	0
8098	1
8099	1
8100	0
8101	0
8102	0
8103	0
8104	1
8105	0
8106	0
8107	0
8108	1
8109	0
8110	1
8111	1
8112	0
8113	0
8114	1
8115	0
8116	0
8117	0
8118	0
8119	0
8120	0
8121	0
8122	0
8123	0
8124	0
8125	1
8126	1
8127	1
8128	1
8129	0
8130	0
8131	0
8132	1
8133	1
8134	0
8135	0
8136	0
8137	0
8138	0
8139	1
8140	1
8141	0
8142	0
8143	0
8144	0
8145	0
8146	1
8147	0
8148	0
8149	1
8150	0
8151	1
8152	1
8153	0
8154	0
8155	1
8156	0
8157	1
8158	1
8159	1
8160	0
8161	1
8162	0
8163	0
8164	1
8165	0
8166	0
8167	0
8168	1
8169	0
8170	0
8171	0
8172	1
8173	0
8174	1
8175	0
8176	0
8177	1
8178	1
8179	1
8180	0
8181	1
8182	1
8183	0
8184	0
8185	0
8186	0
8187	1
8188	0
8189	0
8190	1
8191	0
8192	0
8193	0
8194	0
8195	1
8196	1
8197	0
8198	1
8199	1
8200	0
8201	0
8202	1
8203	0
8204	0
8205	0
8206	0
8207	0
8208	1
8209	0
8210	0
8211	1
8212	1
8213	1
8214	0
8215	1
8216	1
8217	0
8218	0
8219	1
8220	1
8221	0
8222	1
8223	1
8224	1
8225	0
8226	0
8227	0
8228	1
8229	1
8230	1
8231	0
8232	1
8233	1
8234	0
8235	0
8236	0
8237	1
8238	1
8239	0
8240	0
8241	1
8242	1
8243	0
8244	1
8245	1
8246	0
8247	0
8248	0
8249	0
8250	1
8251	0
8252	1
8253	0
8254	0
8255	1
8256	0
8257	1
8258	0
8259	0
8260	1
8261	0
8262	1
8263	0
8264	0
8265	1
8266	1
8267	0
8268	0
8269	1
8270	0
8271	1
8272	1
8273	0
8274	0
8275	0
8276	0
8277	1
8278	0
8279	1
8280	0
8281	0
8282	0
8283	1
8284	0
8285	1
8286	0
8287	1
8288	1
8289	0
8290	0
8291	0
8292	1
8293	0
8294	1
8295	0
8296	1
8297	0
8298	0
8299	0
8300	1
8301	1
8302	1
8303	1
8304	0
8305	1
8306	1
8307	0
8308	0
8309	0
8310	0
8311	0
8312	0
8313	0
8314	1
8315	0
8316	0
8317	0
8318	0
8319	0
8320	0
8321	1
8322	1
8323	0
8324	0
8325	1
8326	0
8327	0
8328	0
8329	0
8330	1
8331	0
8332	1
8333	0
8334	0
8335	0
8336	1
8337	0
8338	0
8339	0
8340	0
8341	0
8342	1
8343	0
8344	0
8345	1
8346	0
8347	0
8348	0
8349	1
8350	1
8351	0
8352	0
8353	1
8354	1
8355	0
8356	0
8357	0
8358	0
8359	1
8360	0
8361	1
8362	0
8363	1
8364	0
8365	1
8366	0
8367	0
8368	0
8369	1
8370	1
8371	0
8372	0
8373	0
8374	0
8375	0
8376	0
8377	1
8378	1
8379	0
8380	0
8381	0
8382	0
8383	0
8384	0
8385	1
8386	1
8387	0
8388	0
8389	0
8390	1
8391	1
8392	0
8393	1
8394	0
8395	1
8396	1
8397	0
8398	1
8399	0
8400	0
8401	0
8402	0
8403	1
8404	0
8405	0
8406	1
8407	1
8408	0
8409	1
8410	0
8411	0
8412	1
8413	0
8414	0
8415	1
8416	1
8417	1
8418	0
8419	1
8420	0
8421	1
8422	0
8423	0
8424	1
8425	0
8426	0
8427	0
8428	0
8429	0
8430	1
8431	1
8432	0
8433	0
8434	1
8435	1
8436	0
8437	0
8438	1
8439	0
8440	0
8441	0
8442	0
8443	0
8444	0
8445	0
8446	0
8447	0
8448	0
8449	0
8450	0
8451	1
8452	1
8453	0
8454	0
8455	1
8456	0
8457	1
8458	0
8459	0
8460	0
8461	0
8462	0
8463	1
8464	0
8465	0
8466	1
8467	0
8468	0
8469	0
8470	0
8471	0
8472	1
8473	1
8474	0
8475	0
8476	0
8477	0
8478	0
8479	1
8480	1
8481	1
8482	0
8483	0
8484	0
8485	0
8486	0
8487	1
8488	0
8489	1
8490	0
8491	0
8492	0
8493	1
8494	0
8495	0
8496	0
8497	0
8498	0
8499	0
8500	0
8501	1
8502	0
8503	0
8504	1
8505	0
8506	1
8507	1
8508	0
8509	1
8510	0
8511	1
8512	0
8513	1
8514	0
8515	0
8516	0
8517	1
8518	1
8519	0
8520	1
8521	0
8522	1
8523	0
8524	0
8525	0
8526	0
8527	1
8528	1
8529	0
8530	0
8531	0
8532	0
8533	1
8534	1
8535	0
8536	0
8537	1
8538	1
8539	0
8540	1
8541	1
8542	0
8543	1
8544	1
8545	0
8546	0
8547	0
8548	0
8549	1
8550	1
8551	1
8552	0
8553	1
8554	0
8555	1
8556	1
8557	0
8558	0
8559	1
8560	0
8561	1
8562	0
8563	0
8564	1
8565	0
8566	1
8567	0
8568	1
8569	0
8570	0
8571	0
8572	0
8573	1
8574	0
8575	1
8576	0
8577	0
8578	0
8579	0
8580	0
8581	1
8582	1
8583	1
8584	0
8585	1
8586	0
8587	0
8588	0
8589	0
8590	0
8591	0
8592	1
8593	0
8594	1
8595	0
8596	0
8597	0
8598	1
8599	0
8600	0
8601	1
8602	0
8603	0
8604	0
8605	0
8606	1
8607	0
8608	0
8609	1
8610	0
8611	0
8612	1
8613	0
8614	1
8615	0
8616	0
8617	0
8618	0
8619	0
8620	1
8621	0
8622	0
8623	1
8624	0
8625	0
8626	0
8627	0
8628	0
8629	1
8630	0
8631	1
8632	0
8633	0
8634	0
8635	1
8636	1
8637	1
8638	0
8639	0
8640	0
8641	0
8642	0
8643	1
8644	0
8645	1
8646	0
8647	1
8648	1
8649	1
8650	0
8651	0
8652	1
8653	0
8654	1
8655	0
8656	1
8657	1
8658	0
8659	1
8660	0
8661	1
8662	0
8663	1
8664	0
8665	0
8666	1
8667	1
8668	1
8669	0
8670	1
8671	0
8672	0
8673	1
8674	1
8675	1
8676	1
8677	0
8678	0
8679	0
8680	1
8681	0
8682	0
8683	0
8684	0
8685	1
8686	0
8687	1
8688	1
8689	1
8690	0
8691	0
8692	0
8693	0
8694	0
8695	1
8696	1
8697	1
8698	1
8699	0
8700	0
8701	0
8702	1
8703	1
8704	0
8705	1
8706	1
8707	0
8708	0
8709	1
8710	1
8711	0
8712	1
8713	1
8714	1
8715	0
8716	0
8717	0
8718	1
8719	0
8720	0
8721	1
8722	1
8723	0
8724	0
8725	1
8726	0
8727	0
8728	0
8729	0
8730	0
8731	1
8732	1
8733	0
8734	0
8735	1
8736	0
8737	0
8738	0
8739	0
8740	1
8741	0
8742	0
8743	0
8744	0
8745	0
8746	0
8747	0
8748	1
8749	1
8750	0
8751	0
8752	0
8753	0
8754	0
8755	1
8756	0
8757	0
8758	1
8759	0
8760	0
8761	0
8762	0
8763	1
8764	1
8765	0
8766	1
8767	1
8768	0
8769	0
8770	0
8771	0
8772	1
8773	0
8774	1
8775	0
8776	0
8777	0
8778	1
8779	0
8780	0
8781	0
8782	1
8783	0
8784	1
8785	1
8786	0
8787	1
8788	1
8789	0
8790	1
8791	1
8792	1
8793	0
8794	1
8795	0
8796	0
8797	0
8798	0
8799	0
8800	0
8801	1
8802	0
8803	0
8804	0
8805	1
8806	1
8807	0
8808	1
8809	0
8810	0
8811	1
8812	1
8813	0
8814	0
8815	0
8816	0
8817	0
8818	1
8819	1
8820	1
8821	0
8822	0
8823	0
8824	0
8825	0
8826	0
8827	1
8828	0
8829	1
8830	0
8831	1
8832	0
8833	0
8834	0
8835	1
8836	0
8837	0
8838	0
8839	0
8840	1
8841	1
8842	0
8843	0
8844	1
8845	0
8846	0
8847	0
8848	0
8849	1
8850	0
8851	0
8852	0
8853	0
8854	0
8855	0
8856	0
8857	0
8858	0
8859	0
8860	1
8861	0
8862	1
8863	0
8864	0
8865	1
8866	0
8867	0
8868	0
8869	1
8870	0
8871	1
8872	1
8873	0
8874	0
8875	0
8876	1
8877	1
8878	0
8879	1
8880	1
8881	0
8882	1
8883	1
8884	0
8885	1
8886	0
8887	0
8888	0
8889	1
8890	0
8891	1
8892	0
8893	0
8894	0
8895	1
8896	1
8897	0
8898	0
8899	0
8900	0
8901	0
8902	1
8903	0
8904	0
8905	1
8906	1
8907	1
8908	1
8909	1
8910	0
8911	0
8912	0
8913	1
8914	0
8915	0
8916	0
8917	0
8918	0
8919	0
8920	0
8921	0
8922	0
8923	0
8924	0
8925	0
8926	1
8927	1
8928	0
8929	1
8930	1
8931	1
8932	1
8933	1
8934	0
8935	0
8936	1
8937	0
8938	0
8939	0
8940	1
8941	0
8942	0
8943	1
8944	0
8945	1
8946	1
8947	0
8948	1
8949	0
8950	0
8951	0
8952	0
8953	0
8954	0
8955	0
8956	0
8957	0
8958	0
8959	1
8960	0
8961	1
8962	1
8963	0
8964	0
8965	1
8966	0
8967	1
8968	1
8969	0
8970	0
8971	1
8972	0
8973	0
8974	0
8975	1
8976	1
8977	1
8978	0
8979	0
8980	0
8981	0
8982	0
8983	1
8984	0
8985	1
8986	1
8987	0
8988	0
8989	1
8990	1
8991	0
8992	0
8993	0
8994	0
8995	0
8996	0
8997	1
8998	0
8999	1
9000	0
9001	1
9002	1
9003	0
9004	1
9005	0
9006	0
9007	0
9008	1
9009	1
9010	0
9011	0
9012	0
9013	0
9014	0
9015	0
9016	0
9017	0
9018	0
9019	1
9020	0
9021	0
9022	1
9023	0
9024	1
9025	0
9026	1
9027	1
9028	0
9029	0
9030	0
9031	0
9032	0
9033	0
9034	0
9035	0
9036	1
9037	0
9038	0
9039	0
9040	0
9041	1
9042	1
9043	0
9044	0
9045	1
9046	0
9047	0
9048	0
9049	1
9050	0
9051	0
9052	0
9053	1
9054	1
9055	0
9056	1
9057	0
9058	0
9059	1
9060	0
9061	1
9062	1
9063	1
9064	0
9065	0
9066	1
9067	0
9068	0
9069	1
9070	1
9071	0
9072	1
9073	1
9074	0
9075	0
9076	1
9077	1
9078	0
9079	0
9080	0
9081	0
9082	0
9083	0
9084	0
9085	0
9086	0
9087	1
9088	0
9089	1
9090	1
9091	1
9092	0
9093	0
9094	0
9095	0
9096	1
9097	0
9098	0
9099	1
9100	1
9101	0
9102	1
9103	0
9104	0
9105	1
9106	0
9107	0
9108	0
9109	1
9110	0
9111	0
9112	0
9113	0
9114	1
9115	1
9116	1
9117	1
9118	1
9119	0
9120	0
9121	0
9122	0
9123	0
9124	0
9125	0
9126	1
9127	1
9128	0
9129	1
9130	1
9131	1
9132	0
9133	0
9134	1
9135	0
9136	0
9137	0
9138	1
9139	0
9140	1
9141	0
9142	0
9143	0
9144	0
9145	0
9146	1
9147	0
9148	0
9149	0
9150	0
9151	1
9152	0
9153	1
9154	1
9155	1
9156	0
9157	0
9158	0
9159	1
9160	0
9161	0
9162	0
9163	1
9164	1
9165	1
9166	0
9167	0
9168	0
9169	1
9170	0
9171	0
9172	1
9173	0
9174	1
9175	0
9176	0
9177	0
9178	1
9179	0
9180	0
9181	1
9182	0
9183	0
9184	1
9185	1
9186	0
9187	0
9188	0
9189	0
9190	0
9191	0
9192	0
9193	0
9194	0
9195	1
9196	0
9197	0
9198	0
9199	1
9200	0
9201	1
9202	1
9203	1
9204	0
9205	1
9206	0
9207	0
9208	0
9209	1
9210	1
9211	0
9212	0
9213	1
9214	0
9215	1
9216	0
9217	0
9218	1
9219	0
9220	0
9221	1
9222	0
9223	0
9224	0
9225	0
9226	0
9227	1
9228	0
9229	1
9230	0
9231	1
9232	0
9233	0
9234	0
9235	1
9236	0
9237	0
9238	1
9239	1
9240	1
9241	0
9242	0
9243	0
9244	1
9245	0
9246	1
9247	0
9248	1
9249	1
9250	0
9251	0
9252	1
9253	1
9254	1
9255	0
9256	0
9257	0
9258	0
9259	0
9260	0
9261	1
9262	0
9263	0
9264	1
9265	1
9266	0
9267	0
9268	0
9269	0
9270	1
9271	1
9272	0
9273	1
9274	0
9275	0
9276	0
9277	0
9278	1
9279	1
9280	1
9281	0
9282	0
9283	1
9284	0
9285	0
9286	0
9287	0
9288	0
9289	0
9290	0
9291	0
9292	0
9293	0
9294	1
9295	1
9296	0
9297	0
9298	0
9299	1
9300	1
9301	0
9302	1
9303	0
9304	0
9305	0
9306	0
9307	0
9308	1
9309	0
9310	0
9311	0
9312	1
9313	0
9314	0
9315	1
9316	1
9317	1
9318	1
9319	0
9320	1
9321	0
9322	1
9323	1
9324	0
9325	0
9326	0
9327	0
9328	0
9329	0
9330	0
9331	0
9332	0
9333	1
9334	0
9335	0
9336	0
9337	1
9338	0
9339	1
9340	1
9341	0
9342	0
9343	0
9344	0
9345	0
9346	1
9347	1
9348	1
9349	0
9350	0
9351	0
9352	0
9353	1
9354	0
9355	1
9356	0
9357	1
9358	1
9359	1
9360	0
9361	0
9362	1
9363	0
9364	1
9365	0
9366	1
9367	0
9368	1
9369	1
9370	0
9371	0
9372	1
9373	0
9374	1
9375	0
9376	1
9377	1
9378	0
9379	0
9380	0
9381	1
9382	0
9383	0
9384	1
9385	1
9386	0
9387	0
9388	0
9389	0
9390	1
9391	0
9392	0
9393	0
9394	1
9395	0
9396	1
9397	0
9398	0
9399	0
9400	1
9401	0
9402	1
9403	0
9404	0
9405	0
9406	0
9407	0
9408	0
9409	0
9410	1
9411	1
9412	1
9413	0
9414	0
9415	0
9416	0
9417	0
9418	0
9419	0
9420	0
9421	1
9422	0
9423	0
9424	0
9425	0
9426	1
9427	0
9428	0
9429	1
9430	1
9431	0
9432	0
9433	0
9434	0
9435	0
9436	1
9437	0
9438	0
9439	0
9440	0
9441	1
9442	1
9443	1
9444	0
9445	0
9446	1
9447	1
9448	1
9449	0
9450	1
9451	0
9452	0
9453	0
9454	0
9455	0
9456	0
9457	1
9458	0
9459	1
9460	0
9461	0
9462	0
9463	1
9464	1
9465	1
9466	0
9467	0
9468	1
9469	0
9470	0
9471	0
9472	1
9473	0
9474	1
9475	0
9476	1
9477	1
9478	0
9479	0
9480	0
9481	1
9482	1
9483	0
9484	1
9485	1
9486	1
9487	1
9488	1
9489	0
9490	0
9491	0
9492	0
9493	0
9494	0
9495	0
9496	0
9497	0
9498	1
9499	0
9500	0
9501	0
9502	1
9503	1
9504	0
9505	0
9506	0
9507	0
9508	0
9509	1
9510	1
9511	1
9512	1
9513	0
9514	0
9515	1
9516	0
9517	1
9518	1
9519	1
9520	0
9521	1
9522	1
9523	0
9524	1
9525	0
9526	1
9527	0
9528	1
9529	0
9530	1
9531	1
9532	0
9533	0
9534	0
9535	0
9536	0
9537	0
9538	1
9539	1
9540	1
9541	1
9542	1
9543	0
9544	0
9545	0
9546	0
9547	1
9548	1
9549	0
9550	0
9551	1
9552	0
9553	0
9554	1
9555	0
9556	0
9557	1
9558	1
